1° Activités de service nécessaires au fonctionnement des activités commerciales et touristiques autorisées.
2° Autres activités ou travaux autorisés.
3° Accès à une propriété bâtie, à un village ou un hameau.
4° Accès à l’aire de stationnement du Col de Salèse, commune de Saint Martin Vésubie.
5° Réalisation des missions de l’établissement public du parc.
